"","cntry","cname","cedition","cproddat","cseqno","name","essround","edition","idno","dweight","pspwght","pweight","tvpol","polintr","trstlgl","mmbprty","gndr"
"31","HU","ESS1-7e01",1,"08.12.2016",181231,"ESS7e02_1",7,2.1,1058,1,0.698450877150084,0.497735512,66,4,5,NA,1
"32","HU","ESS1-7e01",1,"08.12.2016",181232,"ESS7e02_1",7,2.1,1063,1,0.70770303061171,0.497735512,2,4,5,NA,2
"33","HU","ESS1-7e01",1,"08.12.2016",181233,"ESS7e02_1",7,2.1,1071,1,1.14964060985772,0.497735512,7,2,5,NA,1
"34","HU","ESS1-7e01",1,"08.12.2016",181234,"ESS7e02_1",7,2.1,1074,1,0.708783783051947,0.497735512,6,4,2,NA,2
"35","HU","ESS1-7e01",1,"08.12.2016",181235,"ESS7e02_1",7,2.1,1078,1,1.20781688182695,0.497735512,2,3,7,NA,1
"36","HU","ESS1-7e01",1,"08.12.2016",181236,"ESS7e02_1",7,2.1,1082,1,0.867632721531403,0.497735512,2,4,3,NA,2
"37","HU","ESS1-7e01",1,"08.12.2016",181237,"ESS7e02_1",7,2.1,1083,1,0.867632721531403,0.497735512,2,3,5,NA,2
"38","HU","ESS1-7e01",1,"08.12.2016",181238,"ESS7e02_1",7,2.1,1085,1,0.867632721531403,0.497735512,3,3,2,NA,2
"39","HU","ESS1-7e01",1,"08.12.2016",181239,"ESS7e02_1",7,2.1,1088,1,1.09728402851575,0.497735512,2,4,4,NA,2
"40","HU","ESS1-7e01",1,"08.12.2016",181240,"ESS7e02_1",7,2.1,1089,1,0.957078673888136,0.497735512,2,2,4,NA,2
"41","HU","ESS1-7e01",1,"08.12.2016",181241,"ESS7e02_1",7,2.1,1091,1,1.09728402851575,0.497735512,1,4,5,NA,2
"42","HU","ESS1-7e01",1,"08.12.2016",181242,"ESS7e02_1",7,2.1,1092,1,0.930156907495863,0.497735512,1,3,6,NA,2
"43","HU","ESS1-7e01",1,"08.12.2016",181243,"ESS7e02_1",7,2.1,1094,1,1.47946242295992,0.497735512,2,3,5,NA,1
"44","HU","ESS1-7e01",1,"08.12.2016",181244,"ESS7e02_1",7,2.1,1095,1,1.20781688182695,0.497735512,2,3,5,NA,1
"45","HU","ESS1-7e01",1,"08.12.2016",181245,"ESS7e02_1",7,2.1,1096,1,0.981948051262259,0.497735512,1,4,5,NA,2
"46","HU","ESS1-7e01",1,"08.12.2016",181246,"ESS7e02_1",7,2.1,1097,1,0.70770303061171,0.497735512,1,3,4,NA,2
"47","HU","ESS1-7e01",1,"08.12.2016",181247,"ESS7e02_1",7,2.1,1100,1,0.698450877150084,0.497735512,2,2,0,NA,1
"48","HU","ESS1-7e01",1,"08.12.2016",181248,"ESS7e02_1",7,2.1,1109,1,1.18769644139711,0.497735512,1,3,8,NA,2
"49","HU","ESS1-7e01",1,"08.12.2016",181249,"ESS7e02_1",7,2.1,1110,1,0.698450877150084,0.497735512,2,4,3,NA,1
"50","HU","ESS1-7e01",1,"08.12.2016",181250,"ESS7e02_1",7,2.1,1111,1,1.09958314426322,0.497735512,2,3,4,NA,1
"51","HU","ESS1-7e01",1,"08.12.2016",181251,"ESS7e02_1",7,2.1,1112,1,0.867632721531403,0.497735512,1,4,2,NA,2
"52","HU","ESS1-7e01",1,"08.12.2016",181252,"ESS7e02_1",7,2.1,1115,1,0.70770303061171,0.497735512,2,3,5,NA,2
"53","HU","ESS1-7e01",1,"08.12.2016",181253,"ESS7e02_1",7,2.1,1117,1,0.698450877150084,0.497735512,2,3,7,NA,1
"54","HU","ESS1-7e01",1,"08.12.2016",181254,"ESS7e02_1",7,2.1,1118,1,1.47946242295992,0.497735512,0,4,3,NA,1
"55","HU","ESS1-7e01",1,"08.12.2016",181255,"ESS7e02_1",7,2.1,1119,1,0.70770303061171,0.497735512,1,3,5,NA,2
"56","HU","ESS1-7e01",1,"08.12.2016",181256,"ESS7e02_1",7,2.1,1121,1,1.80206722527228,0.497735512,1,3,5,NA,2
"57","HU","ESS1-7e01",1,"08.12.2016",181257,"ESS7e02_1",7,2.1,1123,1,0.698450877150084,0.497735512,1,2,2,NA,1
"58","HU","ESS1-7e01",1,"08.12.2016",181258,"ESS7e02_1",7,2.1,1124,1,1.09728402851575,0.497735512,1,4,7,NA,2
"59","HU","ESS1-7e01",1,"08.12.2016",181259,"ESS7e02_1",7,2.1,1125,1,0.867632721531403,0.497735512,1,3,6,NA,2
"60","HU","ESS1-7e01",1,"08.12.2016",181260,"ESS7e02_1",7,2.1,1126,1,1.20781688182695,0.497735512,66,1,4,NA,1
"61","HU","ESS1-7e01",1,"08.12.2016",181261,"ESS7e02_1",7,2.1,1128,1,0.867632721531403,0.497735512,1,3,6,NA,2
"62","HU","ESS1-7e01",1,"08.12.2016",181262,"ESS7e02_1",7,2.1,1130,1,0.867632721531403,0.497735512,2,4,0,NA,2
"63","HU","ESS1-7e01",1,"08.12.2016",181263,"ESS7e02_1",7,2.1,1131,1,0.70770303061171,0.497735512,1,3,0,NA,2
"64","HU","ESS1-7e01",1,"08.12.2016",181264,"ESS7e02_1",7,2.1,1133,1,1.70116843594863,0.497735512,0,4,5,NA,1
"65","HU","ESS1-7e01",1,"08.12.2016",181265,"ESS7e02_1",7,2.1,1135,1,0.70770303061171,0.497735512,2,3,3,NA,2
"66","HU","ESS1-7e01",1,"08.12.2016",181266,"ESS7e02_1",7,2.1,1136,1,1.20781688182695,0.497735512,0,2,2,NA,1
"67","HU","ESS1-7e01",1,"08.12.2016",181267,"ESS7e02_1",7,2.1,1143,1,1.09728402851575,0.497735512,1,3,0,NA,2
"68","HU","ESS1-7e01",1,"08.12.2016",181268,"ESS7e02_1",7,2.1,1144,1,1.09728402851575,0.497735512,1,3,0,NA,2
"69","HU","ESS1-7e01",1,"08.12.2016",181269,"ESS7e02_1",7,2.1,1145,1,0.867632721531403,0.497735512,1,3,2,NA,2
"70","HU","ESS1-7e01",1,"08.12.2016",181270,"ESS7e02_1",7,2.1,1147,1,1.09958314426322,0.497735512,1,3,1,NA,1
"71","HU","ESS1-7e01",1,"08.12.2016",181271,"ESS7e02_1",7,2.1,1148,1,0.70770303061171,0.497735512,1,2,5,NA,2
"72","HU","ESS1-7e01",1,"08.12.2016",181272,"ESS7e02_1",7,2.1,1149,1,1.09958314426322,0.497735512,1,4,5,NA,1
"73","HU","ESS1-7e01",1,"08.12.2016",181273,"ESS7e02_1",7,2.1,1152,1,0.957078673888136,0.497735512,1,2,6,NA,2
"74","HU","ESS1-7e01",1,"08.12.2016",181274,"ESS7e02_1",7,2.1,1153,1,0.867632721531403,0.497735512,0,3,6,NA,2
"75","HU","ESS1-7e01",1,"08.12.2016",181275,"ESS7e02_1",7,2.1,1154,1,1.8324889322562,0.497735512,1,3,6,NA,1
"76","HU","ESS1-7e01",1,"08.12.2016",181276,"ESS7e02_1",7,2.1,1155,1,0.867632721531403,0.497735512,0,4,7,NA,2
"77","HU","ESS1-7e01",1,"08.12.2016",181277,"ESS7e02_1",7,2.1,1156,1,1.09958314426322,0.497735512,2,3,8,NA,1
"78","HU","ESS1-7e01",1,"08.12.2016",181278,"ESS7e02_1",7,2.1,1157,1,0.867632721531403,0.497735512,1,4,6,NA,2
"79","HU","ESS1-7e01",1,"08.12.2016",181279,"ESS7e02_1",7,2.1,1158,1,1.46257437640464,0.497735512,1,4,3,NA,2
"80","HU","ESS1-7e01",1,"08.12.2016",181280,"ESS7e02_1",7,2.1,1161,1,1.70116843594863,0.497735512,1,4,2,NA,1
"81","HU","ESS1-7e01",1,"08.12.2016",181281,"ESS7e02_1",7,2.1,1163,1,0.698450877150084,0.497735512,1,3,0,NA,1
"82","HU","ESS1-7e01",1,"08.12.2016",181282,"ESS7e02_1",7,2.1,1166,1,1.09728402851575,0.497735512,2,2,6,NA,2
"83","HU","ESS1-7e01",1,"08.12.2016",181283,"ESS7e02_1",7,2.1,1167,1,1.09958314426322,0.497735512,0,3,0,NA,1
"84","HU","ESS1-7e01",1,"08.12.2016",181284,"ESS7e02_1",7,2.1,1169,1,0.862282969965857,0.497735512,1,3,4,NA,2
"85","HU","ESS1-7e01",1,"08.12.2016",181285,"ESS7e02_1",7,2.1,1170,1,1.09280320558469,0.497735512,2,3,3,NA,1
"86","HU","ESS1-7e01",1,"08.12.2016",181286,"ESS7e02_1",7,2.1,1171,1,0.703339392286413,0.497735512,3,3,2,NA,2
"87","HU","ESS1-7e01",1,"08.12.2016",181287,"ESS7e02_1",7,2.1,1174,1,1.09051826599467,0.497735512,2,3,2,NA,2
"88","HU","ESS1-7e01",1,"08.12.2016",181288,"ESS7e02_1",7,2.1,1177,1,0.924421636973451,0.497735512,1,3,4,NA,2
"89","HU","ESS1-7e01",1,"08.12.2016",181289,"ESS7e02_1",7,2.1,1178,1,1.09280320558469,0.497735512,3,2,8,NA,1
"90","HU","ESS1-7e01",1,"08.12.2016",181290,"ESS7e02_1",7,2.1,1179,1,1.69067917214192,0.497735512,0,4,8,NA,1
"91","HU","ESS1-7e01",1,"08.12.2016",181291,"ESS7e02_1",7,2.1,1180,1,1.09051826599467,0.497735512,0,4,4,NA,2
"92","HU","ESS1-7e01",1,"08.12.2016",181292,"ESS7e02_1",7,2.1,1182,1,0.862282969965857,0.497735512,0,4,8,NA,2
"93","HU","ESS1-7e01",1,"08.12.2016",181293,"ESS7e02_1",7,2.1,1183,1,0.862282969965857,0.497735512,1,3,8,NA,2
"94","HU","ESS1-7e01",1,"08.12.2016",181294,"ESS7e02_1",7,2.1,1186,1,0.694144286837428,0.497735512,2,2,8,NA,1
"95","HU","ESS1-7e01",1,"08.12.2016",181295,"ESS7e02_1",7,2.1,1187,1,1.09280320558469,0.497735512,1,3,6,NA,1
"96","HU","ESS1-7e01",1,"08.12.2016",181296,"ESS7e02_1",7,2.1,1190,1,1.09051826599467,0.497735512,1,4,6,NA,2
"97","HU","ESS1-7e01",1,"08.12.2016",181297,"ESS7e02_1",7,2.1,1191,1,1.69067917214192,0.497735512,4,2,9,NA,1
"98","HU","ESS1-7e01",1,"08.12.2016",181298,"ESS7e02_1",7,2.1,1192,1,0.862282969965857,0.497735512,1,3,3,NA,2
"99","HU","ESS1-7e01",1,"08.12.2016",181299,"ESS7e02_1",7,2.1,1193,1,1.09280320558469,0.497735512,1,3,10,NA,1
"100","HU","ESS1-7e01",1,"08.12.2016",181300,"ESS7e02_1",7,2.1,1194,1,1.1803732034197,0.497735512,0,4,6,NA,2
"101","HU","ESS1-7e01",1,"08.12.2016",181301,"ESS7e02_1",7,2.1,1195,1,0.694144286837428,0.497735512,1,4,8,NA,1
"102","HU","ESS1-7e01",1,"08.12.2016",181302,"ESS7e02_1",7,2.1,1197,1,1.79095582787984,0.497735512,1,4,6,NA,2
"103","HU","ESS1-7e01",1,"08.12.2016",181303,"ESS7e02_1",7,2.1,1198,1,1.96509877004511,0.497735512,0,4,6,NA,1
"104","HU","ESS1-7e01",1,"08.12.2016",181304,"ESS7e02_1",7,2.1,1199,1,0.951177405981889,0.497735512,1,4,4,NA,2
"105","HU","ESS1-7e01",1,"08.12.2016",181305,"ESS7e02_1",7,2.1,1201,1,0.694144286837428,0.497735512,2,2,6,NA,1
"106","HU","ESS1-7e01",1,"08.12.2016",181306,"ESS7e02_1",7,2.1,1202,1,1.09051826599467,0.497735512,1,4,4,NA,2
"107","HU","ESS1-7e01",1,"08.12.2016",181307,"ESS7e02_1",7,2.1,1203,1,1.09280320558469,0.497735512,1,4,3,NA,1
"108","HU","ESS1-7e01",1,"08.12.2016",181308,"ESS7e02_1",7,2.1,1208,1,0.703339392286413,0.497735512,1,3,6,NA,2
"109","HU","ESS1-7e01",1,"08.12.2016",181309,"ESS7e02_1",7,2.1,1209,1,1.82118995713585,0.497735512,0,4,7,NA,1
"110","HU","ESS1-7e01",1,"08.12.2016",181310,"ESS7e02_1",7,2.1,1210,1,1.09280320558469,0.497735512,1,4,5,NA,1
"111","HU","ESS1-7e01",1,"08.12.2016",181311,"ESS7e02_1",7,2.1,1212,1,1.09051826599467,0.497735512,1,4,5,NA,2
"112","HU","ESS1-7e01",1,"08.12.2016",181312,"ESS7e02_1",7,2.1,1213,1,1.09280320558469,0.497735512,0,3,4,NA,1
"113","HU","ESS1-7e01",1,"08.12.2016",181313,"ESS7e02_1",7,2.1,1214,1,1.09280320558469,0.497735512,1,1,6,NA,1
"114","HU","ESS1-7e01",1,"08.12.2016",181314,"ESS7e02_1",7,2.1,1225,1,1.09280320558469,0.497735512,0,4,8,NA,1
"115","HU","ESS1-7e01",1,"08.12.2016",181315,"ESS7e02_1",7,2.1,1229,1,0.694144286837428,0.497735512,3,3,3,NA,1
"116","HU","ESS1-7e01",1,"08.12.2016",181316,"ESS7e02_1",7,2.1,1231,1,0.703339392286413,0.497735512,1,4,6,NA,2
"117","HU","ESS1-7e01",1,"08.12.2016",181317,"ESS7e02_1",7,2.1,1234,1,1.45355626382575,0.497735512,0,4,7,NA,2
"118","HU","ESS1-7e01",1,"08.12.2016",181318,"ESS7e02_1",7,2.1,1235,1,0.704413480896534,0.497735512,66,3,2,NA,2
"119","HU","ESS1-7e01",1,"08.12.2016",181319,"ESS7e02_1",7,2.1,1237,1,1.79095582787984,0.497735512,2,4,10,NA,2
"120","HU","ESS1-7e01",1,"08.12.2016",181320,"ESS7e02_1",7,2.1,1239,1,0.694144286837428,0.497735512,3,2,0,NA,1
"121","HU","ESS1-7e01",1,"08.12.2016",181321,"ESS7e02_1",7,2.1,1240,1,1.1803732034197,0.497735512,66,4,10,NA,2
"122","HU","ESS1-7e01",1,"08.12.2016",181322,"ESS7e02_1",7,2.1,1242,1,0.951177405981889,0.497735512,66,3,8,NA,2
"123","HU","ESS1-7e01",1,"08.12.2016",181323,"ESS7e02_1",7,2.1,1243,1,1.07647347345738,0.497735512,66,3,7,NA,1
"124","HU","ESS1-7e01",1,"08.12.2016",181324,"ESS7e02_1",7,2.1,1244,1,1.14255202098852,0.497735512,66,2,7,NA,1
"125","HU","ESS1-7e01",1,"08.12.2016",181325,"ESS7e02_1",7,2.1,1245,1,0.703339392286413,0.497735512,3,3,7,NA,2
"126","HU","ESS1-7e01",1,"08.12.2016",181326,"ESS7e02_1",7,2.1,1248,1,1.09280320558469,0.497735512,0,4,3,NA,1
"127","HU","ESS1-7e01",1,"08.12.2016",181327,"ESS7e02_1",7,2.1,1249,1,0.703339392286413,0.497735512,1,3,4,NA,2
"128","HU","ESS1-7e01",1,"08.12.2016",181328,"ESS7e02_1",7,2.1,1250,1,1.09280320558469,0.497735512,2,3,3,NA,1
"129","HU","ESS1-7e01",1,"08.12.2016",181329,"ESS7e02_1",7,2.1,1251,1,0.703339392286413,0.497735512,2,4,6,NA,2
"130","HU","ESS1-7e01",1,"08.12.2016",181330,"ESS7e02_1",7,2.1,1252,1,0.704413480896534,0.497735512,6,2,3,NA,2
"131","HU","ESS1-7e01",1,"08.12.2016",181331,"ESS7e02_1",7,2.1,1253,1,0.924421636973451,0.497735512,0,4,3,NA,2
"132","HU","ESS1-7e01",1,"08.12.2016",181332,"ESS7e02_1",7,2.1,1254,1,0.703339392286413,0.497735512,66,3,3,NA,2
"133","HU","ESS1-7e01",1,"08.12.2016",181333,"ESS7e02_1",7,2.1,1258,1,0.862282969965857,0.497735512,0,4,4,NA,2
"134","HU","ESS1-7e01",1,"08.12.2016",181334,"ESS7e02_1",7,2.1,1259,1,0.862282969965857,0.497735512,1,4,4,NA,2
"135","HU","ESS1-7e01",1,"08.12.2016",181335,"ESS7e02_1",7,2.1,1260,1,1.2003695828788,0.497735512,1,3,5,NA,1
"136","HU","ESS1-7e01",1,"08.12.2016",181336,"ESS7e02_1",7,2.1,1261,1,0.703339392286413,0.497735512,2,3,0,NA,2
"137","HU","ESS1-7e01",1,"08.12.2016",181337,"ESS7e02_1",7,2.1,1269,1,0.694144286837428,0.497735512,2,3,4,NA,1
"138","HU","ESS1-7e01",1,"08.12.2016",181338,"ESS7e02_1",7,2.1,1271,1,1.09051826599467,0.497735512,1,4,8,NA,2
"139","HU","ESS1-7e01",1,"08.12.2016",181339,"ESS7e02_1",7,2.1,1273,1,1.09280320558469,0.497735512,2,1,1,NA,1
"140","HU","ESS1-7e01",1,"08.12.2016",181340,"ESS7e02_1",7,2.1,1274,1,0.951177405981889,0.497735512,1,4,4,NA,2
"141","HU","ESS1-7e01",1,"08.12.2016",181341,"ESS7e02_1",7,2.1,1276,1,0.924421636973451,0.497735512,3,2,8,NA,2
"142","HU","ESS1-7e01",1,"08.12.2016",181342,"ESS7e02_1",7,2.1,1277,1,0.703339392286413,0.497735512,2,3,7,NA,2
"143","HU","ESS1-7e01",1,"08.12.2016",181343,"ESS7e02_1",7,2.1,1278,1,0.694144286837428,0.497735512,2,2,7,NA,1
"144","HU","ESS1-7e01",1,"08.12.2016",181344,"ESS7e02_1",7,2.1,1279,1,0.924421636973451,0.497735512,0,3,9,NA,2
"145","HU","ESS1-7e01",1,"08.12.2016",181345,"ESS7e02_1",7,2.1,1282,1,1.20781688182695,0.497735512,1,4,5,NA,1
"146","HU","ESS1-7e01",1,"08.12.2016",181346,"ESS7e02_1",7,2.1,1283,1,1.09728402851575,0.497735512,4,3,8,NA,2
"147","HU","ESS1-7e01",1,"08.12.2016",181347,"ESS7e02_1",7,2.1,1286,1,0.867632721531403,0.497735512,1,4,6,NA,2
"148","HU","ESS1-7e01",1,"08.12.2016",181348,"ESS7e02_1",7,2.1,1289,1,1.8324889322562,0.497735512,1,3,5,NA,1
"149","HU","ESS1-7e01",1,"08.12.2016",181349,"ESS7e02_1",7,2.1,1291,1,1.70116843594863,0.497735512,3,2,7,NA,1
"150","HU","ESS1-7e01",1,"08.12.2016",181350,"ESS7e02_1",7,2.1,1294,1,0.930156907495863,0.497735512,2,3,6,NA,2
"151","HU","ESS1-7e01",1,"08.12.2016",181351,"ESS7e02_1",7,2.1,1296,1,1.09728402851575,0.497735512,7,2,77,NA,2
"152","HU","ESS1-7e01",1,"08.12.2016",181352,"ESS7e02_1",7,2.1,1298,1,1.20781688182695,0.497735512,0,4,0,NA,1
"153","HU","ESS1-7e01",1,"08.12.2016",181353,"ESS7e02_1",7,2.1,1301,1,1.20781688182695,0.497735512,0,4,0,NA,1
"154","HU","ESS1-7e01",1,"08.12.2016",181354,"ESS7e02_1",7,2.1,1302,1,0.957078673888136,0.497735512,1,4,3,NA,2
"155","HU","ESS1-7e01",1,"08.12.2016",181355,"ESS7e02_1",7,2.1,1303,1,1.8324889322562,0.497735512,1,4,4,NA,1
"156","HU","ESS1-7e01",1,"08.12.2016",181356,"ESS7e02_1",7,2.1,1304,1,0.867632721531403,0.497735512,0,4,2,NA,2
"157","HU","ESS1-7e01",1,"08.12.2016",181357,"ESS7e02_1",7,2.1,1305,1,0.70770303061171,0.497735512,2,3,3,NA,2
"158","HU","ESS1-7e01",1,"08.12.2016",181358,"ESS7e02_1",7,2.1,1307,1,0.698450877150084,0.497735512,2,1,0,NA,1
"159","HU","ESS1-7e01",1,"08.12.2016",181359,"ESS7e02_1",7,2.1,1310,1,0.957078673888136,0.497735512,66,4,3,NA,2
"160","HU","ESS1-7e01",1,"08.12.2016",181360,"ESS7e02_1",7,2.1,1313,1,0.698450877150084,0.497735512,1,1,2,NA,1
"161","HU","ESS1-7e01",1,"08.12.2016",181361,"ESS7e02_1",7,2.1,1314,1,0.698450877150084,0.497735512,1,2,1,NA,1
"162","HU","ESS1-7e01",1,"08.12.2016",181362,"ESS7e02_1",7,2.1,1315,1,0.708783783051947,0.497735512,1,2,6,NA,2
"163","HU","ESS1-7e01",1,"08.12.2016",181363,"ESS7e02_1",7,2.1,1318,1,1.80206722527228,0.497735512,1,4,0,NA,2
"164","HU","ESS1-7e01",1,"08.12.2016",181364,"ESS7e02_1",7,2.1,1319,1,0.70770303061171,0.497735512,2,4,88,NA,2
"165","HU","ESS1-7e01",1,"08.12.2016",181365,"ESS7e02_1",7,2.1,1321,1,1.09728402851575,0.497735512,2,3,1,NA,2
"166","HU","ESS1-7e01",1,"08.12.2016",181366,"ESS7e02_1",7,2.1,1323,1,1.09958314426322,0.497735512,2,4,1,NA,1
"167","HU","ESS1-7e01",1,"08.12.2016",181367,"ESS7e02_1",7,2.1,1324,1,0.957078673888136,0.497735512,1,4,6,NA,2
"168","HU","ESS1-7e01",1,"08.12.2016",181368,"ESS7e02_1",7,2.1,1326,1,0.957078673888136,0.497735512,0,4,88,NA,2
"169","HU","ESS1-7e01",1,"08.12.2016",181369,"ESS7e02_1",7,2.1,1330,1,0.70770303061171,0.497735512,1,3,5,NA,2
"170","HU","ESS1-7e01",1,"08.12.2016",181370,"ESS7e02_1",7,2.1,1331,1,1.09728402851575,0.497735512,1,4,0,NA,2
"171","HU","ESS1-7e01",1,"08.12.2016",181371,"ESS7e02_1",7,2.1,1332,1,1.8324889322562,0.497735512,0,4,5,NA,1
"172","HU","ESS1-7e01",1,"08.12.2016",181372,"ESS7e02_1",7,2.1,1335,1,1.14964060985772,0.497735512,3,1,8,NA,1
"173","HU","ESS1-7e01",1,"08.12.2016",181373,"ESS7e02_1",7,2.1,1336,1,0.70770303061171,0.497735512,1,3,3,NA,2
"174","HU","ESS1-7e01",1,"08.12.2016",181374,"ESS7e02_1",7,2.1,1340,1,1.18769644139711,0.497735512,1,4,8,NA,2
"175","HU","ESS1-7e01",1,"08.12.2016",181375,"ESS7e02_1",7,2.1,1344,1,1.8324889322562,0.497735512,1,4,5,NA,1
"176","HU","ESS1-7e01",1,"08.12.2016",181376,"ESS7e02_1",7,2.1,1345,1,1.09728402851575,0.497735512,2,4,0,NA,2
"177","HU","ESS1-7e01",1,"08.12.2016",181377,"ESS7e02_1",7,2.1,1346,1,0.867632721531403,0.497735512,2,4,5,NA,2
"178","HU","ESS1-7e01",1,"08.12.2016",181378,"ESS7e02_1",7,2.1,1347,1,0.698450877150084,0.497735512,2,2,1,NA,1
"179","HU","ESS1-7e01",1,"08.12.2016",181379,"ESS7e02_1",7,2.1,1348,1,1.80206722527228,0.497735512,2,2,0,NA,2
"180","HU","ESS1-7e01",1,"08.12.2016",181380,"ESS7e02_1",7,2.1,1350,1,1.09958314426322,0.497735512,1,2,5,NA,1
"181","HU","ESS1-7e01",1,"08.12.2016",181381,"ESS7e02_1",7,2.1,1352,1,1.20781688182695,0.497735512,1,3,4,NA,1
"182","HU","ESS1-7e01",1,"08.12.2016",181382,"ESS7e02_1",7,2.1,1353,1,1.20781688182695,0.497735512,1,2,7,NA,1
"183","HU","ESS1-7e01",1,"08.12.2016",181383,"ESS7e02_1",7,2.1,1354,1,1.18769644139711,0.497735512,6,1,4,NA,2
"184","HU","ESS1-7e01",1,"08.12.2016",181384,"ESS7e02_1",7,2.1,1357,1,1.09958314426322,0.497735512,1,3,4,NA,1
"185","HU","ESS1-7e01",1,"08.12.2016",181385,"ESS7e02_1",7,2.1,1360,1,1.47946242295992,0.497735512,2,3,0,NA,1
"186","HU","ESS1-7e01",1,"08.12.2016",181386,"ESS7e02_1",7,2.1,1364,1,0.698450877150084,0.497735512,1,4,1,NA,1
"187","HU","ESS1-7e01",1,"08.12.2016",181387,"ESS7e02_1",7,2.1,1365,1,1.70116843594863,0.497735512,2,3,3,NA,1
